	23.60	-238.95
	26.55	0.00
	26.55	-2.95
	29.50	-2.95
	23.60	-2.95
	23.60	0.00
	23.60	0.00
	20.65	0.00
	8.85	0.00
	-8.85	0.00
	-17.70	0.00
	-17.70	0.00
	-17.70	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-2.95	0.00
	23.60	0.00
	29.50	0.00
	29.50	0.00
	26.55	0.00
	29.50	0.00
	29.50	0.00
	26.55	0.00
	29.50	0.00
	20.65	0.00
	-2.95	0.00
	-14.75	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-8.85	0.00
	-8.85	0.00
	-8.85	0.00
	-11.80	0.00
	0.00	0.00
	23.60	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	23.60	0.00
	20.65	0.00
	8.85	0.00
	-8.85	0.00
	-14.75	0.00
	-14.75	0.00
	-17.70	0.00
	-17.70	0.00
	-17.70	0.00
	-14.75	0.00
	-14.75	-2.95
	-17.70	-2.95
	-14.75	0.00
	-5.90	0.00
	17.70	0.00
	26.55	0.00
	26.55	-2.95
	26.55	0.00
	23.60	0.00
	23.60	0.00
	26.55	0.00
	26.55	0.00
	17.70	0.00
	-2.95	-2.95
	-11.80	0.00
	-11.80	0.00
	-8.85	0.00
	-11.80	-2.95
	-11.80	-2.95
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-2.95	0.00
	17.70	0.00
	26.55	0.00
	26.55	0.00
	29.50	0.00
	32.45	0.00
	32.45	0.00
	29.50	-2.95
	29.50	0.00
	17.70	-2.95
	-2.95	0.00
	-8.85	0.00
	-8.85	-2.95
	-5.90	-2.95
	-11.80	0.00
	-14.75	-2.95
	-17.70	0.00
	-11.80	0.00
	-11.80	0.00
	-14.75	0.00
	-5.90	-2.95
	17.70	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	23.60	0.00
	14.75	0.00
	-2.95	0.00
	-14.75	0.00
	-14.75	0.00
	-17.70	0.00
	-14.75	0.00
	-11.80	-2.95
	-14.75	0.00
	-11.80	0.00
	-17.70	0.00
	-17.70	0.00
	-8.85	0.00
	14.75	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	23.60	0.00
	23.60	0.00
	23.60	0.00
	14.75	0.00
	-2.95	0.00
	-11.80	0.00
	-14.75	0.00
	-11.80	-2.95
	-11.80	0.00
	-14.75	-2.95
	-11.80	0.00
	-14.75	0.00
	-14.75	0.00
	-17.70	0.00
	-2.95	0.00
	17.70	0.00
	29.50	0.00
	26.55	0.00
	29.50	0.00
	26.55	0.00
	29.50	-2.95
	29.50	0.00
	26.55	0.00
	20.65	0.00
	0.00	0.00
	-11.80	0.00
	-17.70	-2.95
	-14.75	-2.95
	-11.80	-2.95
	-11.80	0.00
	-5.90	0.00
	-8.85	0.00
	-8.85	0.00
	-8.85	0.00
	-2.95	-2.95
	20.65	-2.95
	26.55	0.00
	29.50	0.00
	29.50	0.00
	29.50	-2.95
	29.50	-2.95
	29.50	0.00
	23.60	-2.95
	20.65	0.00
	-2.95	0.00
	-11.80	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-17.70	0.00
	-14.75	0.00
	-5.90	0.00
	14.75	0.00
	26.55	0.00
	20.65	0.00
	23.60	0.00
	23.60	0.00
	23.60	0.00
	20.65	0.00
	20.65	0.00
	14.75	0.00
	-2.95	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-11.80	0.00
	-14.75	0.00
	-8.85	0.00
	-11.80	0.00
	-11.80	0.00
	-2.95	0.00
	11.80	0.00
	29.50	0.00
	29.50	0.00
	29.50	0.00
	26.55	0.00
	26.55	0.00
	23.60	0.00
	20.65	-2.95
	14.75	0.00
	-2.95	-2.95
	-14.75	0.00
	-14.75	-2.95
	-14.75	-2.95
	-17.70	-2.95
	-17.70	-2.95
	-20.65	-2.95
	-17.70	0.00
	-14.75	-2.95
	-14.75	-2.95
	-2.95	0.00
	11.80	0.00
	29.50	0.00
	26.55	-2.95
	32.45	-2.95
	29.50	-2.95
	32.45	-2.95
	29.50	-2.95
	29.50	-2.95
	20.65	0.00
	-2.95	0.00
	-11.80	-2.95
	-11.80	-2.95
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-14.75	0.00
	-11.80	0.00
	-14.75	0.00
	-11.80	0.00
	-2.95	0.00
	14.75	0.00
	29.50	0.00
	32.45	0.00
	29.50	0.00
	26.55	0.00
	26.55	0.00
	23.60	0.00
	23.60	0.00
	17.70	0.00
	-2.95	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-17.70	0.00
	-14.75	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	-2.95
	-2.95	0.00
	11.80	-2.95
	26.55	-2.95
	26.55	-2.95
	26.55	0.00
	26.55	0.00
	23.60	0.00
	26.55	0.00
	23.60	0.00
	17.70	0.00
	0.00	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-14.75	0.00
	-17.70	0.00
	-17.70	0.00
	-14.75	0.00
	-14.75	0.00
	-8.85	0.00
	8.85	0.00
	23.60	0.00
	26.55	0.00
	29.50	0.00
	29.50	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	20.65	0.00
	0.00	0.00
	-11.80	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	-2.95
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-5.90	0.00
	11.80	0.00
	26.55	0.00
	26.55	0.00
	29.50	0.00
	26.55	0.00
	26.55	0.00
	23.60	0.00
	23.60	0.00
	17.70	0.00
	-2.95	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-8.85	0.00
	-11.80	0.00
	-2.95	0.00
	11.80	0.00
	26.55	0.00
	29.50	0.00
	32.45	0.00
	32.45	0.00
	32.45	-2.95
	32.45	0.00
	26.55	0.00
	20.65	0.00
	-2.95	0.00
	-11.80	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-5.90	-2.95
	-11.80	0.00
	-14.75	0.00
	-11.80	-2.95
	-11.80	-2.95
	-2.95	-2.95
	8.85	-2.95
	29.50	-2.95
	29.50	-2.95
	26.55	-2.95
	26.55	-2.95
	26.55	0.00
	26.55	0.00
	32.45	0.00
	26.55	0.00
	0.00	0.00
	-11.80	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-20.65	0.00
	-17.70	0.00
	-17.70	0.00
	-8.85	0.00
	5.90	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	29.50	0.00
	26.55	0.00
	26.55	0.00
	23.60	0.00
	17.70	0.00
	0.00	0.00
	-14.75	0.00
	-17.70	0.00
	-17.70	0.00
	-14.75	0.00
	-17.70	0.00
	-20.65	0.00
	-17.70	0.00
	-14.75	-2.95
	-14.75	0.00
	-11.80	0.00
	2.95	-2.95
	23.60	0.00
	26.55	0.00
	29.50	0.00
	26.55	0.00
	23.60	0.00
	23.60	0.00
	23.60	0.00
	20.65	0.00
	-2.95	0.00
	-17.70	0.00
	-17.70	0.00
	-17.70	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-2.95	0.00
	8.85	0.00
	32.45	-2.95
	29.50	0.00
	29.50	0.00
	26.55	0.00
	23.60	0.00
	23.60	-2.95
	23.60	0.00
	20.65	0.00
	0.00	0.00
	-14.75	-2.95
	-14.75	0.00
	-17.70	-2.95
	-11.80	-2.95
	-14.75	-2.95
	-11.80	0.00
	-14.75	0.00
	-14.75	0.00
	-11.80	0.00
	-8.85	0.00
	5.90	0.00
	29.50	-2.95
	32.45	0.00
	32.45	0.00
	29.50	0.00
	26.55	0.00
	26.55	0.00
	26.55	0.00
	20.65	0.00
	0.00	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-14.75	0.00
	-11.80	0.00
	-8.85	0.00
	-11.80	0.00
	-5.90	0.00
	2.95	0.00
	26.55	0.00
	26.55	0.00
	23.60	0.00
	26.55	0.00
	23.60	0.00
	23.60	0.00
	23.60	0.00
	17.70	0.00
	0.00	0.00
	-14.75	0.00
	-14.75	0.00
	-14.75	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-11.80	0.00
	-14.75	0.00
	-11.80	0.00
	5.90	0.00
